	batch4.sig126	batch4.sig127N	batch4.sig127C	batch4.sig128N	batch4.sig128C	batch4.sig129N	batch4.sig129C	batch4.sig130N	batch4.sig130C	batch4.sig131N	batch4.sig131C	batch5.sig126	batch5.sig127N	batch5.sig127C	batch5.sig128N	batch5.sig128C	batch5.sig129N	batch5.sig129C	batch5.sig130N	batch5.sig130C	batch5.sig131N	batch5.sig131C
sp|P62074|TIM10_RAT	425182.058698955	390154.512676774	401162.14245818	512564.789086822	411277.435678076	413193.847591108	434788.389949507	398368.963639267	413772.698677911	474537.060855197	382993.407173375	490319.405355218	523052.016448878	492786.356960321	484377.304924535	447906.885016955	539771.839547831	500467.668146697	437998.76360809	576601.001094803	528521.220466763	479139.022026899
tr|F7F588|F7F588_RAT	85468.489421586	88476.2119491275	92668.42480435	81919.5280092187	80457.0159820651	90866.1558338951	67222.4601821309	84761.3061918265	86000.5850323039	85243.6897140927	85225.235747902	66126.5779578748	64000.0972840599	59804.8172387816	55808.8312040677	65687.1449773206	51193.8452815924	65649.1959192032	65648.3727767228	56749.4634787337	55607.5186825119	58004.9315954288
sp|Q06880|NBL1_RAT	106463.535110641	91539.7940201761	89764.5634163923	96917.8982165733	107382.021592799	98389.4646624081	106778.974815938	101767.454557446	88432.5967958264	111699.384878701	94743.7875753335	143069.070904108	124751.747644401	162128.503808573	130738.211800555	121199.986883491	120186.232529028	130295.193876042	108429.002277526	129502.42953432	147622.709169648	147676.053662699
tr|D4A720|D4A720_RAT	732556.572761451	648183.490847488	790808.559827142	694275.493961006	513854.668491632	589333.58338978	706717.872198681	588105.922673999	503042.894039517	445775.199128312	598044.836197588	783467.397834018	731217.341985589	732683.801482354	668653.382406936	684920.462623358	723039.025037348	752529.576236983	731387.487492442	748191.32340509	650882.656651287	657451.364789444
tr|D3ZW15|D3ZW15_RAT	368954.262253809	383353.117339407	393370.798946821	392604.752435282	381253.136820627	395551.811874834	339730.621814691	360405.210608845	383269.540468745	380380.218861021	381304.76796839	272381.173913332	276318.388573742	245972.912525566	247739.081198012	262652.493873617	246797.135306709	252729.559374252	260461.874609886	250921.754879654	245996.163699445	260921.944806669
sp|P62255|UB2G1_RAT	146886.23442745	148161.000650468	132084.020170429	147286.253866684	146336.391751258	143756.12176644	149600.452243861	147647.283168883	160945.125525649	158314.701625611	149629.183708395	168104.392685332	169391.304400695	178564.126776445	182693.821591403	183418.360569208	186613.256579688	188773.506461695	188377.619192362	194507.899778023	199469.197211782	174890.508189111
tr|F1LVY9|F1LVY9_RAT	130936.014408137	137362.076975317	141958.82345299	161966.61740994	136836.072764785	164058.173080994	184567.28412	180620.15524126	153826.041714653	190209.948487443	169473.328487129	101861.000084817	88853.2593235024	97270.4361719873	102310.256637138	102174.779510279	102789.65637715	106587.452388902	112941.696712592	102388.431081472	107182.63874428	111006.40720503
sp|Q9QYJ2|RASA3_RAT	423425.326853165	436670.324870324	441907.034664241	454368.089614769	446531.12987268	484247.244304366	334456.761178596	378622.126974432	434964.956284663	418606.802764833	425127.416571412	528306.888983749	486737.552896011	462993.398781497	440783.36080094	510198.260592889	440634.085130545	505774.642793652	490206.791406159	447562.254013909	413178.526235061	459036.113583545
sp|Q9JI92|SDCB1_RAT	53139.3466849572	52298.8786294912	49623.7786676584	60664.2386694691	47295.4958780613	54530.045347623	49914.8550249007	58391.9711358327	48618.814769918	49308.457870863	48601.5819894852	207408.931683212	210352.979127301	208174.870267357	184859.020411933	193942.245078618	211504.184127162	184538.212121791	167775.649973054	193282.427853538	192296.368090498	186101.911597229
tr|G3V6U3|G3V6U3_RAT	809302.236139727	714613.91860679	802339.122290241	744583.175328227	739899.485292125	737624.749513515	604941.873116673	873778.394526016	797763.640810747	751382.419079505	750749.277154909	732338.118587098	774311.315295476	725979.473957936	722412.893898098	732764.459365965	681344.24828895	699091.512401537	761980.202168587	684615.264813593	613338.591060791	709078.587053572
sp|P03889|NU1M_RAT	144829.842519032	139011.709792379	195752.782381531	139273.679603813	155554.099937512	200097.9478032	255328.738995917	136979.769884764	205473.481494425	143807.39656606	150775.998777876	214232.093030762	183054.264985163	148191.912607729	191516.393368275	235630.772114812	161162.961152688	241990.523932647	217812.153629204	157304.997513779	146158.70059296	177759.763010658
sp|P04636|MDHM_RAT	33227866.1223809	34596211.1971776	34760133.4752661	34644896.7178641	34151894.1536686	33772432.5734396	37014059.7630559	32751398.844232	34736229.1233092	33121859.4062801	34899689.362472	23605424.782412	24130818.9714361	23869463.6854235	24247278.9296173	24083444.9872858	25811031.500972	24351146.199152	24246978.6520531	26982357.3500783	26969650.7157644	24161888.8898439
sp|P61023|CHP1_RAT	515529.739234216	594082.311199455	573374.056636389	505576.477364375	560539.744243566	538007.804318736	534055.107950859	593506.563396898	542979.750641935	561169.643764407	541654.717445348	460859.314241283	478641.648571096	468950.098301708	483572.429650769	464234.209860914	430932.798635899	430019.551901875	469854.352748378	476804.431777517	453066.613579244	479716.655906858
sp|P97888|2ABG_RAT	1363083.76778467	1329654.66103448	1294715.31431351	1351796.92342805	1347116.50539502	1361042.15544283	1344841.91219174	1277681.68369246	1229446.32242302	1272471.23380633	1270968.64022112	719301.472980347	681114.62566058	716000.95331434	748792.640542137	685587.454220368	676113.879782146	700326.13921589	637181.417494801	680068.480611547	698265.435337156	710941.046925003
tr|Q5BJP1|Q5BJP1_RAT	76857.4737445905	75738.5706715654	70759.4651541079	65808.2899222035	69666.4773465288	77043.1849052516	80742.4988753177	80660.1721375213	78954.2065114666	74551.2021187221	83268.1066871111	86696.2542164861	87719.4420982331	91565.1887387554	79816.7413562122	90228.2960557762	88346.0917524482	92796.4013505185	91254.723901422	83100.1404948767	90955.9978120417	96482.7436716056
tr|A0A0G2K4T5|A0A0G2K4T5_RAT	9941.77573690965	9171.87475649127	10689.0118007879	10690.0000263501	8284.98971667742	10992.8442851815	11983.6272562958	14391.0902471732	7640.55259832013	9753.90253300934	12327.5104024389	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887	10378.6882698887
sp|P58821|CALY_RAT	41106.473122033	51688.7491840058	48113.08808271	46158.1812270228	44156.220029336	55243.4677732774	50043.3573947775	46326.7260321647	53707.9940980412	44093.917198956	43651.9884206148	59630.332146303	55259.3855231176	56413.4355261236	58357.9865570184	57041.397919036	50601.2294519028	49548.7374995051	58166.5021844069	56889.1106673465	57069.6879991659	56640.4240454556
tr|F1LUB7|F1LUB7_RAT	671338.066932175	658450.86050851	759193.250808137	622060.792832692	714725.06309536	772388.646685558	813133.969357122	591760.495289429	720477.779415149	707209.021393337	702532.39578452	748628.658542045	660227.438142118	650334.455474122	704458.738812994	624528.68408109	724626.992830956	755550.301488501	724503.048619278	657326.454616591	694278.432038653	696168.620317091
tr|B5DF48|B5DF48_RAT	15119.4619684476	12810.3967637045	15584.0436199864	10239.4306390403	13590.4174663047	12031.8248013249	15046.3624356998	14786.3262458369	15392.7752197002	14250.1708166244	10218.2986369893	39499.7030306575	39467.8282885342	38793.4666180769	35935.230268317	39651.1697481718	36089.5729620249	40433.240223495	38761.5269688137	37222.8113873104	39262.0057085488	41611.0630580049
sp|P14842|5HT2A_RAT	84813.3071148659	83805.5908511271	80532.3667000091	76077.5462171209	81951.2840786071	59582.3901400936	70548.72151834	99776.0048014999	67075.639019488	69675.5103772614	76627.2926207888	45435.4385930179	44016.4975649955	42989.1752478067	43809.1849552708	47825.5130091072	44929.941577047	46892.7700145571	42885.0181329209	43656.1622049511	41469.6959216633	42892.2789402041
tr|D4A8L4|D4A8L4_RAT	133946.415871305	127042.203079857	133617.00959344	136520.272197462	143191.582176028	130974.627019618	146573.285078294	145314.077854993	140563.607428222	140270.909309253	140268.242164397	108781.444144513	112834.201136962	125866.538688725	116193.865641361	115173.746795946	123913.691153615	120999.534526714	113399.990968225	110112.289801051	120133.995680982	119001.462586313
tr|B6ID11|B6ID11_RAT	61885.2793105561	63013.209336912	73110.5048378158	67443.0164412646	66099.7586915928	74797.0457529925	72940.4716613129	73939.5581870114	65394.0985575567	71025.8997317775	81161.2095561648	51945.6639187403	55510.752537637	44147.5329522839	50769.6609158752	58137.246916725	52389.9260107223	65188.7502357026	66809.3497282007	51773.1116848967	58263.5517368732	55367.2088343051
cu|21604_6468|cu	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	50582.2398193011	45564.2354759	47281.3992029832	43332.8297323766	51499.9377421385	60218.7850652785	50878.8434226676	48136.0118138165	51710.318644106	50150.5803347564	61957.667453905	48669.6209654673
tr|A0A0G2K1I7|A0A0G2K1I7_RAT	55969.5764330439	58761.7760896563	52924.1058385963	58709.3930508276	55049.4422290735	59896.9828216144	65365.3405290681	54577.6491710922	61193.7620884445	56939.3893872624	59522.4347102698	241442.005080124	248238.561331129	221330.222708642	241071.460162584	231561.819362338	236770.903727335	254353.237816063	243122.932640758	230866.886570452	241109.548360641	202372.369595883
tr|F1LVV4|F1LVV4_RAT	493890.530168051	477485.264710372	512909.3517213	529269.685366186	492571.413810869	539003.156059776	577992.704612027	478003.10313255	482822.570990425	470221.011796175	504323.003869569	368535.024070647	345534.926435647	332062.398055429	336755.718528222	338838.794060137	345913.960312521	344361.526961906	360730.965471134	370002.253964645	353319.388344941	357907.614641706
sp|P45380|S26A1_RAT	44977.201496574	60001.1336911177	24985.6126233716	65492.798231466	49680.091115299	63108.4118461427	43392.5541570947	37377.7479696995	47167.3170119754	42092.9166765683	36575.8308152545	337472.974718389	373183.320116929	321360.967632678	362044.326891782	292453.115328095	347212.695836546	312933.147656817	307381.890537741	257807.355260276	297553.640277725	366195.483717232
sp|P38718|MPC2_RAT	802293.789975187	716199.963334353	837522.643730387	753396.035904753	725885.409022882	695582.268136261	637688.899809891	859413.363061774	676371.928262941	691376.554530252	702710.799098427	592651.57529374	681606.105703324	546764.010478813	563990.780277191	576081.21869266	537955.946751502	569047.772351141	560621.081835034	527963.927881804	466918.87268241	563880.176235692
cu|21604_1016|cu	486231.44735157	551180.657426978	535431.207632365	535531.763919969	498456.694286078	518041.174097667	585077.559505351	462332.69345483	566268.006883435	546514.143142284	507341.626785059	694625.288875078	649997.004937849	651494.255648287	676291.296334209	364806.925629705	347412.979877482	630913.645974723	655808.004369379	714558.267173961	748557.464368944	605555.467703439
sp|Q64240|AMBP_RAT	135752.100876274	157685.312413876	124093.562495187	94217.8726898668	114351.792956623	111265.520644562	176318.155069327	99315.3944071105	196536.708214703	131987.196020815	136830.653722059	189826.84745873	103111.55382665	118531.760109424	119798.230818775	162513.456499414	119854.120486884	116401.017238344	104192.192823686	134149.557484364	182145.870169521	129916.775208213
tr|D3ZQJ2|D3ZQJ2_RAT	27274.9058227305	24423.3358798807	28712.3719690257	31105.2386033608	27372.5582641852	30420.6379428653	27841.9470629279	27784.1115586174	26016.6703518785	20278.5192691959	26329.0963136487	24910.9765268938	20715.4151734757	20186.2550750102	18101.7477645237	25685.3603083307	20808.4729841996	21700.9236171727	22100.5642600736	21503.9347767036	18888.5035293896	20739.6704804392
tr|A0A0G2K0Q8|A0A0G2K0Q8_RAT	502669.824898072	520244.777842715	506711.521343489	501586.56416478	532756.534288849	572969.043787341	554542.596597572	462517.13378055	538320.853442753	522783.049949924	529462.185605543	429260.358743843	454478.433217616	484012.540333267	479624.327395231	444204.459597207	479003.966689464	440513.9784419	398170.600411183	489518.60594059	492680.195786909	446294.501704031
sp|Q9JKB0|HCN1_RAT	359185.840426972	322770.453866593	343723.430921749	347274.973198454	355665.183143628	343911.808610448	357903.446202782	369545.103277261	316329.312594312	313341.615798599	338519.009736263	227776.949382496	255269.134910623	256483.033864424	257108.852125502	237263.997545397	270622.004489882	249081.183847222	236111.811631839	255097.325487536	227578.432236134	244847.005532301
tr|D3ZFQ8|D3ZFQ8_RAT	4904339.88908336	4648898.09896671	4826481.5722949	4452551.01743619	4637376.26354298	4683505.2748894	5492963.39535659	4700748.74369472	5321646.20619293	4918588.09555839	4838624.78960563	4869218.39764737	4522701.43244519	4795770.82338898	4812249.0743526	3807714.68048154	4479832.8131242	4565949.38589468	4125129.34548204	4856245.81684349	4357468.62640883	4249831.94213115
tr|D3ZA93|D3ZA93_RAT	234805.304599831	257015.398348195	258379.125475174	254963.091839268	241127.310675182	249816.222466284	241172.20873284	232669.068507661	246121.103806622	260402.020118407	240203.769421839	1008463.90450796	1064372.94662993	956678.035613181	948305.360735501	985799.773826543	866747.755256085	960258.76532089	949964.274428977	944575.287555704	945013.096058541	973952.912928185
tr|D3ZC55|D3ZC55_RAT	1886844.30995249	1721036.69869581	1766490.39889951	1716508.91390617	1756651.87360594	1568094.96417259	1441170.02414176	1964590.25549032	1814509.46203148	1733199.51477185	1728590.42246533	1566790.99164812	1685756.53601089	1722296.65254519	1746286.49129839	1699280.60322007	1521227.43221345	1693122.73350473	1674585.81617758	1594391.68022174	1466401.96469295	1649596.20849414
tr|G3V8P3|G3V8P3_RAT	190219.736982762	179643.578666867	182811.939929299	183208.605352903	188627.740250284	193786.147907323	185836.731267347	209748.561510076	179639.642291168	187864.783984396	186375.677989058	139771.863199419	130547.785083111	139338.540907178	140197.40658986	131997.607995407	138448.920481275	146123.252200571	133782.209993629	121755.677674235	126342.599985239	128753.461618353
tr|G3V936|G3V936_RAT	10385028.3858059	10448608.1938111	10407805.878288	10767878.9956659	10958705.7403579	10749527.2651447	11288780.5600012	10491162.5451815	10964262.7115017	10742908.0469199	11077789.8769016	10099252.6451182	10059204.052715	10510202.258407	10470448.0502352	10463090.2081949	10848969.7717891	10514007.8865827	10503593.659395	11095462.6980616	11053878.5961967	10961093.6451999
sp|P97532|THTM_RAT	297713.862207783	348517.868810583	342453.592129953	341295.094990273	300157.49217439	330496.280652438	300300.194157476	281790.092037542	327437.767830028	315834.342676427	316500.603247343	342710.436430567	327923.852916715	318665.996076673	302852.586047966	367221.842158629	304260.416946624	328982.475928509	350183.541002019	303447.988916171	339447.227875925	334693.787073715
sp|Q9JIL9|NBN_RAT	13639.3709854565	11655.12184236	11548.183821988	7824.40186735276	10614.6262467289	7464.89174464222	8910.07864566045	12264.2575221133	11890.8983237654	8290.8994159614	10090.1295088474	13338.8269483682	15186.1314951307	19536.110676937	20530.6554444842	12790.9636889781	12821.7613836685	14414.2681466659	13432.22333202	16255.9957729723	10252.1511713538	17443.7855535825
tr|M0R5P8|M0R5P8_RAT	1851731.1327656	1665399.0367241	1813283.63700684	1782846.98235376	1786120.14609455	1717365.2686532	1937217.31008882	2044675.19997339	1759930.83242087	1725266.72610203	1801557.99855556	1317274.37596656	1383694.47165818	1357104.10379935	1315089.16307425	1290251.53658212	1526667.26088476	1405417.96799618	1337934.16412767	1626241.50340121	1386837.79850379	1355349.35265835
tr|F1LPG5|F1LPG5_RAT	226340.508734766	217765.486476933	220004.194182332	220458.542234723	207884.045165288	202294.270092651	206808.153123535	182173.369973388	213560.79553997	199058.676118319	195727.046632278	232035.208751853	224327.981441285	227882.840806086	232099.284934	223447.168277775	243304.323069853	238343.611575676	237907.551465176	245182.726229153	218739.153634027	228487.665522553
tr|E9PT53|E9PT53_RAT	853654.292326196	778912.660861654	715332.265779304	744183.552576958	795327.557419724	821988.094037952	698129.732135085	732791.528516169	802265.831594261	681314.268856487	738037.571691332	793137.670400825	708487.602535382	680453.237218618	730024.461927984	750847.855918748	741384.860058513	755295.03665723	587564.110218951	585354.75440422	643169.728929605	737956.50317102
sp|Q68FR2|BIN2_RAT	849332.539775635	897315.852951774	805550.830060409	829473.157254007	829547.938863449	788601.829356883	868115.378028166	765824.52807565	886888.692355485	857347.751353327	857614.329709886	839005.463307274	746244.020737707	752799.759420016	835791.113118418	890250.823881334	875394.026568314	737299.50376774	737673.592212558	814152.735895743	916881.974929537	765488.055346833
tr|G3V7P6|G3V7P6_RAT	179852.725170943	188416.590054016	185699.877465957	194142.282407584	209588.504095002	216688.264998326	199235.282451149	187417.052931486	222563.181271046	225588.402915783	207186.039223958	258817.644512131	245969.590751401	259742.335340709	251395.258773343	301879.00271962	314475.336514356	291455.306985524	285825.093103476	270321.977856855	282655.854936645	277536.246144452
sp|P07895|SODM_RAT	10112958.7185926	10608797.2283109	10725162.0507755	10676990.7904576	10556201.5873168	10262363.9720541	12627948.9103731	9739836.7432283	10697965.8848498	10526614.7806694	10778898.1848244	5831331.5724705	6004691.46949084	6032940.60892622	6068445.48250795	6160001.56855093	6389336.16073853	5946216.34014888	6074645.83970141	7068510.08025079	6921593.9765822	6276188.58387431
sp|P18589|MX2_RAT	319189.109739301	332035.482443942	337616.587834141	331587.000189993	382000.276932428	435406.67312287	271137.415629803	367404.142670016	340371.481788337	352509.894925674	338620.50753028	964306.03565671	826684.660894797	990808.100122646	887808.123091633	2387576.84200419	2082902.01702733	913478.802682801	889638.134555623	758760.186956397	928194.858634992	1287139.72751484
sp|P34901|SDC4_RAT	571547.254115334	492427.095461927	567489.859945453	607428.80796171	485070.717269665	472110.519911391	449489.830274307	510905.401867078	484635.700199562	454486.060236494	509706.289499952	344902.462585905	361644.803713372	372783.04424148	358714.139003129	309193.232161384	374955.661730967	390752.511002918	340299.242485172	341368.704997006	345484.938436219	336810.92579054
sp|Q9JIR4|RIMS1_RAT	629873.542641987	475595.576672357	511087.408729011	480021.535091504	507269.830864919	447129.430571777	355002.482298662	638663.576601833	449474.155108416	399372.053114118	479996.546623599	595983.59828523	648976.718470089	662154.773059555	617474.090818047	607570.640193714	580482.276400927	674638.8577245	597184.730220495	578173.056489005	500944.026204529	627691.529379215
sp|B0BN86|TMM11_RAT	338588.77797515	323948.250498645	363653.017384847	291429.945770059	317993.635564234	372842.323612808	327718.427357656	280880.702079328	355215.095698884	292461.317546613	307203.166346464	167968.951991792	147463.191436921	137314.727339569	131951.555383083	138090.234819074	146830.765229283	174302.578189067	146670.386787175	164975.002780164	126084.592085154	149214.676506132
sp|P14173|DDC_RAT	320549.998634099	398051.916658521	545031.60019358	535689.876490942	459223.264857348	481451.71175919	625344.768126251	530047.026010823	437191.906577501	435924.581040672	480001.591712496	270723.398191003	309112.509522275	207721.069576413	228660.000867461	232501.74193507	221943.449988285	278875.17695513	349701.827094308	351965.725801041	353559.60176755	269374.816317097
tr|D4A820|D4A820_RAT	28712.2716878013	35502.2590320738	33945.603806974	33365.9146995743	33703.9392929017	31554.9021890969	32574.9321690967	32268.1782548798	32080.6526354522	37590.9344309523	31606.3908707546	15406.7553277349	18667.6537802312	16263.5555158142	15690.3772032614	15122.2742463436	12766.5258555988	15102.2548290966	16752.0745984265	16781.7863763898	14714.0029619704	17894.0759079221
tr|A0A0G2K670|A0A0G2K670_RAT	1083072.38515806	1002624.5156125	1026237.11650472	1038246.93395921	1061752.38169613	988238.80962489	1131898.63404664	1171533.85500774	1028156.59490748	1008174.5042356	1029973.71646843	1094560.66923351	1233945.16372656	1178719.54431554	1154039.65531452	1075859.75796218	1327547.57894769	1171712.61142666	1156344.20286558	1240538.66009775	1192681.89369253	1148218.62292098
